Date,Type,Price,Landsize,BuildingArea,Rooms,Bathroom,Car,YearBuilt,Distance,Regionname,Propertycount
14/05/2016,h,675000,171,109,3,2,2,2012,11.1,Western Metropolitan,5132
15/10/2016,h,708000,585,97,3,1,2,1960,11.1,Western Metropolitan,5132
15/10/2016,t,656000,NA,NA,3,NA,NA,NA,11.1,Western Metropolitan,5132
15/10/2016,h,883000,NA,NA,4,NA,NA,NA,11.1,Western Metropolitan,5132
15/10/2016,h,965000,851,NA,4,1,4,NA,11.1,Western Metropolitan,5132
15/10/2016,h,870000,NA,NA,3,NA,NA,NA,11.1,Western Metropolitan,5132
15/10/2016,h,681000,NA,NA,3,NA,NA,NA,11.1,Western Metropolitan,5132
16/07/2016,h,522500,NA,NA,2,NA,NA,NA,11.1,Western Metropolitan,5132
17/09/2016,h,972000,NA,NA,5,NA,NA,NA,11.1,Western Metropolitan,5132
18/06/2016,t,590000,NA,NA,3,NA,NA,NA,11.1,Western Metropolitan,5132
18/06/2016,h,450000,NA,NA,2,NA,NA,NA,11.1,Western Metropolitan,5132
18/06/2016,h,765000,NA,NA,3,NA,NA,NA,11.1,Western Metropolitan,5132
18/06/2016,h,750000,NA,NA,3,NA,NA,NA,11.1,Western Metropolitan,5132
19/11/2016,h,680000,551,NA,3,1,3,NA,11.1,Western Metropolitan,5132
19/11/2016,u,NA,0,46,1,1,1,1970,11.1,Western Metropolitan,5132
19/11/2016,t,510000,NA,NA,2,NA,NA,NA,11.1,Western Metropolitan,5132
19/11/2016,h,770000,602,603,3,1,3,NA,11.1,Western Metropolitan,5132
22/05/2016,h,923000,740,NA,3,1,2,NA,11.1,Western Metropolitan,5132
22/05/2016,h,693000,315,170,4,2,4,2008,11.1,Western Metropolitan,5132
22/08/2016,h,620000,276,100,3,2,2,2010,11.1,Western Metropolitan,5132
22/08/2016,h,800000,NA,NA,3,NA,NA,NA,11.1,Western Metropolitan,5132
22/08/2016,h,728500,531,157,3,1,1,1960,11.1,Western Metropolitan,5132
22/08/2016,h,931000,590,160,3,2,1,1950,11.1,Western Metropolitan,5132
22/08/2016,h,988000,715,NA,3,1,4,2008,11.1,Western Metropolitan,5132
23/04/2016,h,590000,NA,NA,3,NA,NA,NA,11.1,Western Metropolitan,5132
23/04/2016,h,590000,561,NA,3,1,2,NA,11.1,Western Metropolitan,5132
24/09/2016,h,610000,691,NA,2,1,2,NA,11.1,Western Metropolitan,5132
25/02/2017,h,NA,NA,NA,2,NA,NA,NA,11.1,Western Metropolitan,5132
25/02/2017,h,815000,555,130,3,2,3,1960,11.1,Western Metropolitan,5132
25/02/2017,h,970000,708,NA,4,1,2,NA,11.1,Western Metropolitan,5132
26/07/2016,h,840000,NA,NA,4,NA,NA,NA,11.1,Western Metropolitan,5132
26/07/2016,h,840000,NA,NA,3,NA,NA,NA,11.1,Western Metropolitan,5132
27/06/2016,h,760000,668,NA,4,1,3,NA,11.1,Western Metropolitan,5132
27/06/2016,h,852500,NA,NA,3,NA,NA,NA,11.1,Western Metropolitan,5132
27/06/2016,t,847500,252,NA,4,3,1,NA,11.1,Western Metropolitan,5132
27/11/2016,h,1200000,633,158,4,1,4,1960,11.1,Western Metropolitan,5132
27/11/2016,h,630000,NA,NA,3,NA,NA,NA,11.1,Western Metropolitan,5132
27/11/2016,h,NA,NA,NA,3,NA,NA,NA,11.1,Western Metropolitan,5132
27/11/2016,h,700000,557,NA,3,1,1,NA,11.1,Western Metropolitan,5132
28/05/2016,h,625000,536,NA,3,1,1,NA,11.1,Western Metropolitan,5132
28/08/2016,u,292000,153,70,2,1,1,1970,11.1,Western Metropolitan,5132
28/08/2016,t,640000,NA,NA,3,NA,NA,NA,11.1,Western Metropolitan,5132
30/07/2016,h,800000,NA,NA,3,NA,NA,NA,11.1,Western Metropolitan,5132
3/9/2016,h,NA,305,NA,3,1,1,NA,6.3,Southern Metropolitan,4836
3/9/2016,u,599000,0,76,2,1,1,1964,6.3,Southern Metropolitan,4836
3/12/2016,u,550000,861,NA,2,1,0,NA,6.3,Southern Metropolitan,4836
3/12/2016,u,995000,0,100,3,2,2,1998,6.3,Southern Metropolitan,4836
3/12/2016,t,1205000,101,105,3,2,2,2000,6.3,Southern Metropolitan,4836
3/12/2016,h,NA,588,168,3,2,2,1930,6.3,Southern Metropolitan,4836
3/12/2016,h,2675000,NA,NA,3,NA,NA,NA,6.3,Southern Metropolitan,4836
3/12/2016,h,1939000,296,150,3,2,2,1889,6.3,Southern Metropolitan,4836
3/12/2016,u,421500,0,NA,1,1,0,NA,6.3,Southern Metropolitan,4836
3/12/2016,u,585000,NA,NA,2,NA,NA,NA,6.3,Southern Metropolitan,4836
4/3/2017,h,2050000,NA,NA,3,NA,NA,NA,6.3,Southern Metropolitan,4836
4/3/2017,h,1870000,217,116,3,1,1,1888,6.3,Southern Metropolitan,4836
4/3/2017,h,NA,211,NA,4,2,1,NA,6.3,Southern Metropolitan,4836
4/3/2017,u,678000,0,NA,2,1,2,NA,6.3,Southern Metropolitan,4836
4/3/2017,h,NA,183,NA,2,1,1,NA,6.3,Southern Metropolitan,4836
4/3/2017,h,NA,NA,NA,3,NA,NA,NA,6.3,Southern Metropolitan,4836
4/3/2017,t,1918000,0,165,3,2,2,1995,6.3,Southern Metropolitan,4836
4/3/2017,u,NA,881,NA,1,1,0,NA,6.3,Southern Metropolitan,4836
4/3/2017,u,660000,0,NA,2,1,1,NA,6.3,Southern Metropolitan,4836
4/3/2017,h,2050000,205,116,3,2,1,1910,6.3,Southern Metropolitan,4836
4/6/2016,h,NA,NA,NA,4,NA,NA,NA,6.3,Southern Metropolitan,4836
4/6/2016,u,NA,0,65,2,1,1,1970,6.3,Southern Metropolitan,4836
4/6/2016,u,700000,0,NA,2,1,2,NA,6.3,Southern Metropolitan,4836
4/6/2016,u,3625000,0,NA,2,2,2,2006,6.3,Southern Metropolitan,4836
4/6/2016,h,3000000,1581,NA,4,2,2,1934,6.3,Southern Metropolitan,4836
6/8/2016,h,1930000,NA,NA,2,NA,NA,NA,6.3,Southern Metropolitan,4836
7/5/2016,h,1525000,693,NA,5,2,2,NA,6.3,Southern Metropolitan,4836
7/5/2016,h,NA,500,NA,4,1,2,NA,6.3,Southern Metropolitan,4836
7/5/2016,u,735000,2113,14,3,2,1,1970,6.3,Southern Metropolitan,4836
7/5/2016,u,825000,0,NA,2,1,1,NA,6.3,Southern Metropolitan,4836
7/5/2016,t,1586000,246,NA,3,2,2,NA,6.3,Southern Metropolitan,4836
7/5/2016,h,NA,369,176,4,2,2,1930,6.3,Southern Metropolitan,4836
7/5/2016,t,NA,175,158,3,2,1,1970,6.3,Southern Metropolitan,4836
7/5/2016,u,NA,0,65,2,1,1,1970,6.3,Southern Metropolitan,4836
7/11/2016,h,NA,NA,NA,5,NA,NA,NA,6.3,Southern Metropolitan,4836
8/10/2016,u,645000,0,NA,2,1,1,1960,6.3,Southern Metropolitan,4836
8/10/2016,h,1435000,144,107,1,2,1,1900,6.3,Southern Metropolitan,4836
10/9/2016,h,NA,662,292,4,4,2,1920,6.3,Southern Metropolitan,4836
10/9/2016,u,280000,0,38,1,1,1,1975,6.3,Southern Metropolitan,4836
10/12/2016,u,400000,0,NA,1,1,1,NA,6.3,Southern Metropolitan,4836
10/12/2016,h,NA,551,208,4,2,2,1890,6.3,Southern Metropolitan,4836
10/12/2016,h,1780000,0,NA,2,2,2,NA,6.3,Southern Metropolitan,4836
10/12/2016,h,NA,246,204,3,2,0,1890,6.3,Southern Metropolitan,4836
10/12/2016,u,592500,0,73,2,1,1,1970,6.3,Southern Metropolitan,4836
12/11/2016,h,NA,242,143,3,2,1,1915,6.3,Southern Metropolitan,4836
12/11/2016,h,1210000,249,96,2,1,0,1910,6.3,Southern Metropolitan,4836
12/11/2016,h,2801000,624,222,4,2,2,1900,6.3,Southern Metropolitan,4836
13/08/2016,u,NA,0,203,3,2,3,2006,6.3,Southern Metropolitan,4836
13/08/2016,h,NA,292,146,3,2,2,1910,6.3,Southern Metropolitan,4836
14/05/2016,h,NA,482,182,3,2,1,1930,6.3,Southern Metropolitan,4836
14/05/2016,u,390000,881,NA,1,1,0,NA,6.3,Southern Metropolitan,4836
15/10/2016,h,NA,228,111,3,2,1,1915,6.3,Southern Metropolitan,4836
15/10/2016,h,1800000,405,121,3,2,2,1910,6.3,Southern Metropolitan,4836
15/10/2016,h,NA,NA,NA,4,NA,NA,NA,6.3,Southern Metropolitan,4836
15/10/2016,h,2200000,495,163,4,1,2,1900,6.3,Southern Metropolitan,4836
16/04/2016,h,NA,NA,NA,4,NA,NA,NA,6.3,Southern Metropolitan,4836
16/04/2016,u,324000,0,NA,1,1,1,NA,6.3,Southern Metropolitan,4836
16/04/2016,h,NA,451,NA,3,1,2,NA,6.3,Southern Metropolitan,4836
16/07/2016,u,NA,0,80,2,1,1,1966,6.3,Southern Metropolitan,4836
16/07/2016,u,NA,NA,NA,2,NA,NA,NA,6.3,Southern Metropolitan,4836
16/07/2016,u,NA,0,NA,3,1,4,NA,6.3,Southern Metropolitan,4836
17/09/2016,h,NA,230,NA,2,1,2,1888,6.3,Southern Metropolitan,4836
17/09/2016,h,5525000,1491,516,6,3,4,1935,6.3,Southern Metropolitan,4836
17/09/2016,h,NA,449,232,4,2,2,1900,6.3,Southern Metropolitan,4836
17/09/2016,h,1125000,169,NA,2,1,2,NA,6.3,Southern Metropolitan,4836
17/09/2016,h,2250000,301,NA,3,3,1,NA,6.3,Southern Metropolitan,4836
18/03/2017,h,2360000,336,NA,3,2,0,NA,6.3,Southern Metropolitan,4836
18/03/2017,h,1900000,207,NA,2,2,0,NA,6.3,Southern Metropolitan,4836
18/03/2017,u,440000,0,53,1,1,1,1970,6.3,Southern Metropolitan,4836
18/03/2017,u,NA,NA,NA,2,NA,NA,NA,6.3,Southern Metropolitan,4836
18/03/2017,u,NA,734,NA,2,1,1,2006,6.3,Southern Metropolitan,4836
18/06/2016,u,490000,0,NA,2,1,1,1966,6.3,Southern Metropolitan,4836
18/06/2016,t,NA,0,135,3,2,2,1998,6.3,Southern Metropolitan,4836
18/06/2016,h,2365000,316,NA,3,2,1,NA,6.3,Southern Metropolitan,4836
18/06/2016,h,1300000,212,106,3,1,2,1900,6.3,Southern Metropolitan,4836
18/06/2016,u,NA,0,67,2,1,1,1970,6.3,Southern Metropolitan,4836
18/06/2016,u,732000,0,NA,3,2,2,NA,6.3,Southern Metropolitan,4836
19/11/2016,u,704000,0,74,2,1,1,1969,6.3,Southern Metropolitan,4836
19/11/2016,h,NA,NA,NA,4,NA,NA,NA,6.3,Southern Metropolitan,4836
19/11/2016,u,NA,NA,NA,2,NA,NA,NA,6.3,Southern Metropolitan,4836
19/11/2016,u,620000,0,98,2,1,1,1970,6.3,Southern Metropolitan,4836
22/05/2016,h,1900000,328,108,3,1,2,1900,6.3,Southern Metropolitan,4836
22/05/2016,h,NA,0,NA,3,2,2,NA,6.3,Southern Metropolitan,4836
22/05/2016,t,NA,0,NA,3,3,2,NA,6.3,Southern Metropolitan,4836
22/05/2016,u,NA,2659,NA,2,2,1,NA,6.3,Southern Metropolitan,4836
22/08/2016,u,315000,0,NA,1,1,1,NA,6.3,Southern Metropolitan,4836
23/04/2016,h,NA,151,80,3,1,0,1880,6.3,Southern Metropolitan,4836
23/04/2016,h,1992000,NA,NA,3,NA,NA,NA,6.3,Southern Metropolitan,4836
24/09/2016,u,450000,0,NA,1,1,1,NA,6.3,Southern Metropolitan,4836
25/02/2017,u,710000,2471,80,2,1,1,1970,6.3,Southern Metropolitan,4836
25/02/2017,u,872000,1194,NA,2,1,1,1953,6.3,Southern Metropolitan,4836
25/02/2017,u,598000,0,88,2,1,1,1970,6.3,Southern Metropolitan,4836
25/02/2017,h,NA,459,180,3,2,2,1890,6.3,Southern Metropolitan,4836
25/02/2017,h,1285000,186,80,3,1,2,1920,6.3,Southern Metropolitan,4836
25/02/2017,h,3660000,421,NA,4,3,2,NA,6.3,Southern Metropolitan,4836
25/02/2017,h,NA,251,149,3,1,2,1920,6.3,Southern Metropolitan,4836
26/07/2016,u,NA,0,NA,2,1,1,NA,6.3,Southern Metropolitan,4836
27/06/2016,u,520000,0,76,2,1,1,1970,6.3,Southern Metropolitan,4836
27/06/2016,h,2760000,NA,NA,4,NA,NA,NA,6.3,Southern Metropolitan,4836
27/11/2016,h,NA,NA,NA,4,NA,NA,NA,6.3,Southern Metropolitan,4836
27/11/2016,u,690000,NA,NA,2,NA,NA,NA,6.3,Southern Metropolitan,4836
27/11/2016,h,3625000,709,251,4,1,2,1900,6.3,Southern Metropolitan,4836
27/11/2016,h,4200000,563,333,4,3,3,2000,6.3,Southern Metropolitan,4836
27/11/2016,t,1101000,103,3,3,1,2,2000,6.3,Southern Metropolitan,4836
27/11/2016,h,3512500,617,285,3,2,2,1998,6.3,Southern Metropolitan,4836
27/11/2016,u,NA,0,NA,2,1,1,NA,6.3,Southern Metropolitan,4836
27/11/2016,u,NA,0,112,2,1,2,2012,6.3,Southern Metropolitan,4836
28/05/2016,h,2000000,544,NA,4,3,4,NA,6.3,Southern Metropolitan,4836
28/05/2016,h,NA,0,NA,3,3,1,NA,6.3,Southern Metropolitan,4836
28/05/2016,u,869000,0,91,3,1,1,1940,6.3,Southern Metropolitan,4836
28/08/2016,u,577000,NA,NA,2,NA,NA,NA,6.3,Southern Metropolitan,4836
28/08/2016,h,NA,196,155,3,2,1,1990,6.3,Southern Metropolitan,4836
28/08/2016,u,NA,0,NA,2,1,4,NA,6.3,Southern Metropolitan,4836
28/08/2016,h,2865000,NA,NA,3,NA,NA,NA,6.3,Southern Metropolitan,4836
28/08/2016,h,2810000,617,NA,5,2,2,NA,6.3,Southern Metropolitan,4836
28/08/2016,u,565000,0,NA,2,1,1,NA,6.3,Southern Metropolitan,4836
28/08/2016,u,567000,0,53,1,1,1,2013,6.3,Southern Metropolitan,4836
30/07/2016,u,546000,0,NA,2,0,0,NA,6.3,Southern Metropolitan,4836
30/07/2016,h,NA,266,NA,2,1,1,NA,6.3,Southern Metropolitan,4836
30/07/2016,u,471500,0,NA,2,1,1,1980,6.3,Southern Metropolitan,4836
3/9/2016,h,NA,305,135,3,1,2,1910,5.9,Western Metropolitan,6567
3/9/2016,u,455000,0,NA,2,1,2,NA,5.9,Western Metropolitan,6567
3/12/2016,h,940000,298,108,3,1,2,1920,5.9,Western Metropolitan,6567
3/12/2016,u,467000,0,62,2,1,1,1980,5.9,Western Metropolitan,6567
3/12/2016,h,NA,271,111,3,1,2,1900,5.9,Western Metropolitan,6567
4/2/2016,h,895000,NA,NA,3,NA,NA,NA,5.9,Western Metropolitan,6567
4/3/2017,h,1380000,277,174,3,2,2,1910,5.9,Western Metropolitan,6567
4/3/2017,u,490000,423,62,2,1,1,1970,5.9,Western Metropolitan,6567
4/3/2017,h,1850000,478,270,4,3,1,1900,5.9,Western Metropolitan,6567
4/3/2017,h,1284000,623,NA,3,1,2,1938,5.9,Western Metropolitan,6567
4/6/2016,h,971000,285,128,3,2,2,1900,5.9,Western Metropolitan,6567
4/6/2016,h,710000,214,77,2,1,1,1890,5.9,Western Metropolitan,6567
4/6/2016,h,2425000,1014,435,6,3,2,1887,5.9,Western Metropolitan,6567
4/6/2016,h,750000,226,92,2,1,1,1920,5.9,Western Metropolitan,6567
4/6/2016,h,840000,NA,NA,2,NA,NA,NA,5.9,Western Metropolitan,6567
6/8/2016,h,1053000,269,109,2,1,1,1900,5.9,Western Metropolitan,6567
6/8/2016,h,1377000,417,168,3,1,1,1900,5.9,Western Metropolitan,6567
7/5/2016,h,970000,350,125,3,1,2,1904,5.9,Western Metropolitan,6567
7/5/2016,h,940000,330,NA,2,1,1,NA,5.9,Western Metropolitan,6567
7/5/2016,h,751000,118,79,2,1,1,1890,5.9,Western Metropolitan,6567
7/5/2016,h,950000,173,102,2,1,1,1900,5.9,Western Metropolitan,6567
7/5/2016,h,NA,252,125,3,2,2,1920,5.9,Western Metropolitan,6567
7/11/2016,u,685000,228,90,2,1,2,1995,5.9,Western Metropolitan,6567
8/10/2016,h,NA,398,NA,4,1,2,NA,5.9,Western Metropolitan,6567
8/10/2016,h,1230000,594,148,3,1,2,1960,5.9,Western Metropolitan,6567
8/10/2016,h,636500,0,NA,2,1,1,NA,5.9,Western Metropolitan,6567
8/10/2016,h,910000,317,NA,3,1,0,NA,5.9,Western Metropolitan,6567
8/10/2016,h,872500,NA,NA,2,NA,NA,NA,5.9,Western Metropolitan,6567
10/9/2016,h,770000,226,87,2,1,1,1900,5.9,Western Metropolitan,6567
10/9/2016,t,490000,NA,NA,2,NA,NA,NA,5.9,Western Metropolitan,6567
10/12/2016,h,960000,229,NA,3,2,2,2011,5.9,Western Metropolitan,6567
10/12/2016,h,890000,300,185,4,1,1,1890,5.9,Western Metropolitan,6567
10/12/2016,h,965000,170,NA,2,1,1,NA,5.9,Western Metropolitan,6567
10/12/2016,h,NA,462,170,4,1,2,1910,5.9,Western Metropolitan,6567
11/2/2017,h,1200000,NA,NA,4,NA,NA,NA,5.9,Western Metropolitan,6567
11/2/2017,h,1440000,487,131,3,1,1,1900,5.9,Western Metropolitan,6567
11/3/2017,h,955000,255,NA,2,1,0,NA,5.9,Western Metropolitan,6567
12/11/2016,u,450000,0,NA,2,1,1,2010,5.9,Western Metropolitan,6567
12/11/2016,h,801000,431,NA,3,1,2,1950,5.9,Western Metropolitan,6567
12/11/2016,h,NA,950,177,4,2,3,1950,5.9,Western Metropolitan,6567
12/11/2016,h,770000,NA,NA,3,NA,NA,NA,5.9,Western Metropolitan,6567
12/11/2016,h,1000000,440,120,3,2,2,1955,5.9,Western Metropolitan,6567
12/11/2016,h,1435000,532,147,3,2,2,1950,5.9,Western Metropolitan,6567
12/11/2016,u,390000,0,58,1,1,1,1972,5.9,Western Metropolitan,6567
13/08/2016,h,1425000,495,139,3,2,2,1920,5.9,Western Metropolitan,6567
13/08/2016,h,925000,NA,NA,3,NA,NA,NA,5.9,Western Metropolitan,6567
14/05/2016,h,1340000,683,232,4,2,2,1978,5.9,Western Metropolitan,6567
14/05/2016,h,955000,263,117,3,1,1,1910,5.9,Western Metropolitan,6567
14/05/2016,h,1075000,NA,NA,2,NA,NA,NA,5.9,Western Metropolitan,6567
15/10/2016,h,1100000,559,195,4,2,5,1920,5.9,Western Metropolitan,6567
15/10/2016,h,1255000,308,NA,3,2,2,NA,5.9,Western Metropolitan,6567
15/10/2016,h,1483000,NA,NA,4,NA,NA,NA,5.9,Western Metropolitan,6567
15/10/2016,u,432000,0,62,2,1,1,1978,5.9,Western Metropolitan,6567
16/04/2016,h,1640000,562,204,4,3,2,1890,5.9,Western Metropolitan,6567
16/04/2016,h,1430000,461,286,6,2,1,1900,5.9,Western Metropolitan,6567
16/04/2016,u,610000,301,104,2,1,1,1995,5.9,Western Metropolitan,6567
16/04/2016,h,940000,491,127,3,3,1,1950,5.9,Western Metropolitan,6567
16/07/2016,h,890000,242,110,3,1,1,1920,5.9,Western Metropolitan,6567
16/07/2016,h,1505000,NA,NA,4,NA,NA,NA,5.9,Western Metropolitan,6567
17/09/2016,h,1180000,617,149,3,2,2,1930,5.9,Western Metropolitan,6567
17/09/2016,h,1480000,597,180,4,2,2,1939,5.9,Western Metropolitan,6567
18/03/2017,h,1150000,387,NA,2,1,1,NA,5.9,Western Metropolitan,6567
18/03/2017,h,1350000,575,NA,3,1,3,NA,5.9,Western Metropolitan,6567
18/03/2017,h,1905000,521,NA,5,2,2,NA,5.9,Western Metropolitan,6567
18/03/2017,t,865000,146,132,2,2,1,2015,5.9,Western Metropolitan,6567
18/06/2016,t,705000,113,NA,2,2,1,1998,5.9,Western Metropolitan,6567
18/06/2016,u,442000,0,62,2,1,1,1975,5.9,Western Metropolitan,6567
19/11/2016,u,540000,0,NA,2,2,1,NA,5.9,Western Metropolitan,6567
19/11/2016,h,1037500,506,110,3,1,2,1920,5.9,Western Metropolitan,6567
19/11/2016,t,1050000,318,160,3,2,2,2013,5.9,Western Metropolitan,6567
19/11/2016,h,NA,833,411,6,2,3,1910,5.9,Western Metropolitan,6567
19/11/2016,u,440000,0,65,2,1,1,1970,5.9,Western Metropolitan,6567
19/11/2016,h,1010000,325,NA,2,1,1,NA,5.9,Western Metropolitan,6567
22/05/2016,h,1430000,418,158,4,2,0,1900,5.9,Western Metropolitan,6567
22/05/2016,u,570000,0,NA,2,1,1,NA,5.9,Western Metropolitan,6567
22/05/2016,u,690000,0,NA,2,1,1,NA,5.9,Western Metropolitan,6567
22/05/2016,h,NA,487,402,4,3,4,1940,5.9,Western Metropolitan,6567
22/08/2016,h,1070000,NA,NA,4,NA,NA,NA,5.9,Western Metropolitan,6567
23/04/2016,h,1291000,414,NA,3,1,2,NA,5.9,Western Metropolitan,6567
23/04/2016,h,NA,298,132,3,2,2,1890,5.9,Western Metropolitan,6567
23/04/2016,h,1130000,272,157,3,2,1,1900,5.9,Western Metropolitan,6567
24/09/2016,h,1135000,296,104,3,1,1,1910,5.9,Western Metropolitan,6567
24/09/2016,h,950000,298,147,4,2,1,1920,5.9,Western Metropolitan,6567
24/09/2016,u,790000,0,148,3,2,1,NA,5.9,Western Metropolitan,6567
25/02/2017,h,NA,206,115,3,1,1,1900,5.9,Western Metropolitan,6567
25/02/2017,u,390000,1957,69,2,1,1,2012,5.9,Western Metropolitan,6567
25/02/2017,h,1345000,552,155,4,1,1,1920,5.9,Western Metropolitan,6567
25/02/2017,u,296000,NA,NA,1,NA,NA,NA,5.9,Western Metropolitan,6567
25/02/2017,h,1381500,416,168,3,2,2,1900,5.9,Western Metropolitan,6567
26/07/2016,h,940000,285,172,3,2,2,2011,5.9,Western Metropolitan,6567
26/07/2016,h,995000,314,177,3,2,1,2010,5.9,Western Metropolitan,6567
26/07/2016,h,1050000,536,NA,3,1,3,NA,5.9,Western Metropolitan,6567
26/07/2016,h,786000,576,120,3,2,1,1940,5.9,Western Metropolitan,6567
27/06/2016,h,705000,252,108,2,1,3,1910,5.9,Western Metropolitan,6567
27/06/2016,h,660000,NA,NA,3,NA,NA,NA,5.9,Western Metropolitan,6567
27/06/2016,h,760000,124,77,2,1,1,1900,5.9,Western Metropolitan,6567
27/06/2016,u,487500,0,NA,3,1,3,1972,5.9,Western Metropolitan,6567
27/11/2016,h,1125000,NA,NA,3,NA,NA,NA,5.9,Western Metropolitan,6567
27/11/2016,t,1000000,200,144,3,2,2,2003,5.9,Western Metropolitan,6567
27/11/2016,h,1110000,349,NA,4,2,1,1920,5.9,Western Metropolitan,6567
27/11/2016,h,1300000,664,NA,4,1,4,NA,5.9,Western Metropolitan,6567
27/11/2016,h,1060000,555,NA,3,1,1,NA,5.9,Western Metropolitan,6567
27/11/2016,h,1410000,459,NA,3,2,2,NA,5.9,Western Metropolitan,6567
28/05/2016,h,1305000,278,166,3,1,1,1900,5.9,Western Metropolitan,6567
28/05/2016,h,932500,254,NA,3,2,1,NA,5.9,Western Metropolitan,6567
28/08/2016,h,965000,216,NA,3,1,0,NA,5.9,Western Metropolitan,6567
28/08/2016,h,1215000,452,175,3,1,1,1960,5.9,Western Metropolitan,6567
28/08/2016,u,545000,194,71,2,1,2,1900,5.9,Western Metropolitan,6567
28/08/2016,h,1800000,NA,NA,4,NA,NA,NA,5.9,Western Metropolitan,6567
28/08/2016,t,840000,NA,NA,3,NA,NA,NA,5.9,Western Metropolitan,6567
30/07/2016,h,1705000,598,273,4,2,4,2012,5.9,Western Metropolitan,6567
30/07/2016,h,970000,194,NA,3,1,1,NA,5.9,Western Metropolitan,6567
30/07/2016,h,925000,407,NA,2,1,1,NA,5.9,Western Metropolitan,6567
3/9/2016,h,2650000,753,399,4,3,2,2015,11,Southern Metropolitan,3052
3/9/2016,h,1820000,NA,NA,2,NA,NA,NA,11,Southern Metropolitan,3052
3/12/2016,h,1670000,599,220,3,2,2,1930,11,Southern Metropolitan,3052
3/12/2016,t,955000,203,NA,3,2,2,NA,11,Southern Metropolitan,3052
3/12/2016,t,2050000,310,315,3,3,4,2014,11,Southern Metropolitan,3052
4/2/2016,h,NA,370,100,3,1,1,1950,11,Southern Metropolitan,3052
4/3/2017,u,500000,710,NA,2,1,1,2010,11,Southern Metropolitan,3052
4/3/2017,h,1575000,679,NA,2,1,2,NA,11,Southern Metropolitan,3052
4/3/2017,h,1991000,NA,NA,4,NA,NA,NA,11,Southern Metropolitan,3052
4/6/2016,h,1425000,NA,NA,3,NA,NA,NA,11,Southern Metropolitan,3052
4/6/2016,h,1555000,731,149,3,2,2,1935,11,Southern Metropolitan,3052
4/6/2016,h,1417000,NA,NA,2,NA,NA,NA,11,Southern Metropolitan,3052
7/5/2016,h,NA,NA,NA,4,NA,NA,NA,11,Southern Metropolitan,3052
7/5/2016,h,1850000,NA,NA,5,NA,NA,NA,11,Southern Metropolitan,3052
7/11/2016,h,NA,NA,NA,2,NA,NA,NA,11,Southern Metropolitan,3052
8/10/2016,h,780000,NA,NA,3,NA,NA,NA,11,Southern Metropolitan,3052
8/10/2016,h,1942000,NA,NA,4,NA,NA,NA,11,Southern Metropolitan,3052
8/10/2016,h,1100000,276,178,3,3,2,2004,11,Southern Metropolitan,3052
8/10/2016,h,1337000,583,112,3,1,2,1950,11,Southern Metropolitan,3052
10/9/2016,h,2950000,1472,618,8,7,4,2009,11,Southern Metropolitan,3052
10/9/2016,h,2215000,681,NA,4,2,1,1940,11,Southern Metropolitan,3052
10/9/2016,h,1880000,NA,NA,4,NA,NA,NA,11,Southern Metropolitan,3052
10/9/2016,h,1518000,516,145,3,2,2,1920,11,Southern Metropolitan,3052
10/12/2016,h,1710000,806,101,3,1,2,1950,11,Southern Metropolitan,3052
10/12/2016,h,NA,699,NA,3,1,2,NA,11,Southern Metropolitan,3052
10/12/2016,h,NA,697,163,3,1,2,1962,11,Southern Metropolitan,3052
10/12/2016,h,1655000,780,152,3,1,3,1940,11,Southern Metropolitan,3052
12/6/2016,t,1340000,NA,NA,3,NA,NA,NA,11,Southern Metropolitan,3052
12/11/2016,h,1445000,NA,NA,3,NA,NA,NA,11,Southern Metropolitan,3052
12/11/2016,h,1500000,NA,NA,3,NA,NA,NA,11,Southern Metropolitan,3052
12/11/2016,h,NA,513,160,4,2,2,1950,11,Southern Metropolitan,3052
12/11/2016,h,1550000,780,180,4,2,2,1938,11,Southern Metropolitan,3052
14/05/2016,h,1356000,NA,NA,2,NA,NA,NA,11,Southern Metropolitan,3052
14/05/2016,h,1662000,351,228,3,2,2,2006,11,Southern Metropolitan,3052
14/05/2016,h,NA,690,NA,2,1,2,NA,11,Southern Metropolitan,3052
15/10/2016,h,1665000,702,145,3,2,3,1945,11,Southern Metropolitan,3052
16/04/2016,h,NA,404,398,3,2,1,2010,11,Southern Metropolitan,3052
16/04/2016,h,NA,650,NA,3,2,2,NA,11,Southern Metropolitan,3052
16/04/2016,h,1445000,704,NA,2,1,2,NA,11,Southern Metropolitan,3052
16/07/2016,h,1600000,NA,NA,3,NA,NA,NA,11,Southern Metropolitan,3052
17/09/2016,h,980000,NA,NA,3,NA,NA,NA,11,Southern Metropolitan,3052
17/09/2016,t,1300000,NA,NA,3,NA,NA,NA,11,Southern Metropolitan,3052
18/03/2017,h,NA,696,NA,3,2,2,NA,11,Southern Metropolitan,3052
18/03/2017,h,NA,NA,NA,4,NA,NA,NA,11,Southern Metropolitan,3052
18/03/2017,h,NA,697,NA,2,1,2,NA,11,Southern Metropolitan,3052
18/03/2017,h,3510000,755,444,5,5,2,2015,11,Southern Metropolitan,3052
18/06/2016,h,1730000,NA,NA,4,NA,NA,NA,11,Southern Metropolitan,3052
18/06/2016,h,NA,591,142,3,2,2,1960,11,Southern Metropolitan,3052
18/06/2016,t,968000,227,NA,3,1,1,NA,11,Southern Metropolitan,3052
